nbr_delin_id,var_delin_nombre,var_delin_pandilla,var_delin_apodo,var_delin_status
114,Matthew Bennett,Lake,reeves,Activo
115,Andrea Spencer,New,wallace,Activo
116,Daniel Bryant,South,hernandez,Activo
117,Dana Wells,Port,spears,Activo
118,Michael Brown Jr.,East,norris,Activo
119,Lindsey Owens,Lake,fox,Activo
120,Christine Mcneil,South,ward,Activo
121,Ryan Duncan,New,manning,Activo
122,Darlene Murillo,West,marsh-smith,Activo
123,Emma Benjamin,Port,nichols,Activo
124,Justin Lopez,North,wilson,Activo
125,Tammy Bautista,North,becker-alexander,Activo
126,Robert Lewis,Lake,mcclure-brennan,Activo
127,Brian Lara,South,myers,Activo
128,Jackson Nguyen,Lake,tran,Activo
129,Jeffrey Clark,South,cunningham-farley,Activo
130,Phillip Byrd,Lake,mclaughlin,Activo
131,Brittany Williamson,West,hurley,Activo
132,Alexandria Mcdowell,East,blackwell,Activo
133,Amanda Powell,New,travis-suarez,Activo
134,Shelley Brown,East,irwin-mitchell,Activo
135,Cheryl Hernandez,Lake,lopez,Activo
136,Rachael Alvarez,South,ferrell-stone,Activo
137,Darren Turner,Lake,moreno-thomas,Activo
138,Kristine Lopez DVM,North,harper,Activo
139,Michelle Murphy,East,sosa,Activo
140,Diane Mason,South,murphy,Activo
141,Ashley Williams,Port,george,Activo
142,Jesse Schneider,Port,brooks,Activo
143,Robert Rivas,West,fox-flynn,Activo
144,Chelsea Benitez,West,mccormick,Activo
145,Elizabeth Walsh,West,bryant-patrick,Activo
146,Michael Church,New,reyes,Activo
147,Jonathan Davis,East,king,Activo
148,Thomas Martin,West,potter,Activo
149,Nathan Charles,East,tran,Activo
150,Joshua Jones,North,martinez-whitaker,No Activo
151,April Knox,Lake,compton,Activo
152,Lisa Clayton,New,tucker-hopkins,Activo
153,Michael Gutierrez,Port,daniels,Activo
154,Kim Hahn,Port,fowler,Activo
155,John Wells,Port,wiley-elliott,Activo
156,Pamela Guzman,South,king,Activo
157,Stephen Williams,North,williams-brown,Activo
158,Peter Andrews,West,ewing,Activo
159,Alexandria Richards,South,peterson,Activo
160,Jeffery Robinson,Port,carlson,Activo
161,Catherine Lopez,West,bennett,Activo
162,Duane Fuentes,South,may,Activo
163,Madeline Lewis,Port,hurst,Activo
164,Melanie Brewer,Lake,wright-montgomery,Activo
165,Rebecca Hooper DVM,South,smith,Activo
166,Zachary Brock,East,larson-gamble,No Activo
167,Frank West,Lake,jones,Activo
168,Marilyn Anderson,Lake,gonzalez,Activo
169,Mary Castro,East,young,No Activo
170,Andre Adams,Lake,holmes,Activo
171,Eric Reynolds,East,miller,Activo
172,Joseph Johnson,New,browning,Activo
173,Tracy Bowman,West,wood-guerra,Activo
174,Brian Oliver,North,morris-fischer,Activo
175,John Bridges,North,patterson-torres,Activo
176,Alicia Odom,North,davis-chang,Activo
177,Linda Holt,Port,watson-franklin,Activo
178,Andrea Moss,West,gonzalez-cooke,Activo
179,Maria Sloan,Lake,owens-kirk,Activo
180,Amy Banks,North,schwartz,Activo
181,Meghan Rivers,South,henson,Activo
182,Colin Freeman,East,baker,Activo
183,Anna Russell,North,wilson,Activo
184,Jessica Curry,South,curry,Activo
185,Anne Carroll,North,johnson,Activo
186,John Davis MD,South,elliott,Activo
187,Willie Flowers,New,chan,Activo
188,Shari Greene,Port,austin-zamora,No Activo
189,Jenna Smith,East,gaines,Activo
190,Linda Wu,West,walker-morgan,Activo
191,John Guerra,Port,hill,Activo
192,Daisy Jones,North,jackson,Activo
193,William Glover,South,evans-dennis,Activo
194,Amanda Smith,South,rhodes-mitchell,Activo
195,Charles Mayer,North,rogers-wiley,Activo
196,Debbie Rodriguez,Lake,rodriguez,Activo
197,Patricia Wheeler,Lake,hill-kennedy,Activo
198,Theresa Gibbs,Lake,simpson,Activo
199,Shane Wright,East,williams,Activo
200,Joseph Wheeler,Lake,hines,Activo
201,Daniel Lee,North,barry,No Activo
202,Gina Maldonado,Lake,harris-rodriguez,Activo
203,Roberto Carney,South,gay,Activo
204,Michael Washington,West,gonzalez,Activo
205,Scott Hall,New,powers,No Activo
206,Shirley Aguilar,West,henderson-mcbride,Activo
207,Kevin Phillips,East,knight,Activo
208,Sandra Powell,Lake,king-scott,Activo
209,Garrett Rodriguez,New,smith,Activo
210,Kimberly Smith,East,brown,Activo
211,Samuel Branch,North,bennett,Activo
212,Danielle Martin,Lake,pope,Activo
213,Erica Potts,Port,callahan,Activo
214,Elizabeth Weaver,Port,miranda-fleming,Activo
215,Beverly Ferguson,North,cardenas,Activo
216,Phillip Cook,New,morrison,Activo
217,Taylor Nelson,South,crawford-acevedo,Activo
218,Paul Anderson,Lake,burgess-bradford,Activo
219,Robert Rodriguez,East,moore-rodriguez,Activo
220,Kyle Burnett,North,conner-doyle,Activo
221,Pamela Sharp,Port,clarke-douglas,Activo
222,Diane Tate,Lake,brown,Activo
223,Ashley Thomas,Lake,ali,Activo
224,Justin Nixon,New,miller-craig,Activo
225,Dylan Brown,Lake,stevens-hoover,Activo
226,Virginia Wilson,Port,gonzalez,Activo
227,Candice Arroyo,West,buchanan-dominguez,Activo
228,Richard Kane,South,dyer-kaufman,Activo
229,Diane Fisher,Port,montgomery,Activo
230,Monica Cabrera,West,johnson,Activo
231,Nicole Hopkins,Lake,graves,Activo
232,John Parker,Port,hurley-diaz,Activo
233,Jeremy Sullivan,West,spears,Activo
234,Mr. Matthew Hernandez,Lake,thomas,Activo
235,Carrie Beltran,Lake,anderson,Activo
236,Joseph Green,East,martinez-guzman,Activo
237,Jesse Arroyo,North,martin,Activo
238,Valerie Diaz,Lake,west,Activo
239,Rebecca Medina,Lake,bentley-davidson,Activo
240,Helen Shannon,Port,mack,Activo
241,Matthew Jackson,New,mahoney-thomas,Activo
242,Stanley Romero,Port,gates-rosales,Activo
243,Kimberly Garcia,Port,sherman,Activo
244,William Nolan,East,nelson,Activo
245,Peter Zuniga,Lake,horton,Activo
246,Joseph Marshall,South,willis-reyes,Activo
247,Gregory Mcguire,North,green,Activo
248,Joshua Gates,North,myers-chambers,Activo
249,John Harris,New,bolton-horton,Activo
250,Laura Anderson,Port,moon,Activo
251,Lisa Erickson,New,diaz,Activo
252,Erica Gray,Lake,robinson-ritter,Activo
253,Mark Smith,South,weber-anderson,Activo
254,Megan Fields,East,meyer,Activo
255,Scott Howard,West,rivera,Activo
256,Emily Smith,East,todd-brock,Activo
257,Dale Jones,South,austin,Activo
258,Michelle Nguyen,West,marshall,Activo
259,Deborah Sullivan,East,williams-nelson,No Activo
260,Dustin Jackson,Lake,diaz-glover,Activo
261,Debbie Browning DDS,West,burns,Activo
262,Timothy Cox,South,long,Activo
263,Kimberly Johnson,East,robles-bush,Activo
264,Mr. Matthew Martinez,Lake,smith,Activo
265,Joshua Sanchez,West,gardner,Activo
266,Brian Smith,South,thomas,No Activo
267,Matthew Padilla,North,espinoza,Activo
268,Gary Rice,West,duffy,Activo
269,William Anderson,Port,brown-trevino,Activo
270,James Baker,Port,nguyen,Activo
271,Thomas Sandoval,Lake,hogan,Activo
272,Stacey Wood,New,wilkinson,Activo
273,Derrick Lane,East,pineda,Activo
274,Rebecca Robinson,New,garcia,Activo
275,James Ellis,Port,whitehead,Activo
276,Ryan Morrison,South,guerrero,Activo
277,Stephanie Todd,East,wright-sutton,Activo
278,Jeffrey Rivera,North,evans-pearson,Activo
279,Russell Williams,West,diaz,Activo
280,Joseph Walsh,North,burnett,Activo
281,Daniel Martinez,West,allen,Activo
282,Alexis Goodwin,New,gonzalez,No Activo
283,Kristin Clarke,Lake,davis-morrow,Activo
284,William Brown,North,stokes,Activo
285,Nicole Phillips,New,thomas,Activo
286,Danielle Lewis,West,nicholson-knight,Activo
287,Charles Rogers,Lake,davila,Activo
288,Kimberly Miller,South,carter-harris,Activo
289,Dale Williams,West,morgan-hudson,Activo
290,Caitlin Cortez MD,Lake,bond,Activo
291,Joseph White,East,valdez,Activo
292,Alexandra Duke,New,horton,Activo
293,Albert King,New,tucker,Activo
294,Norman Vasquez,South,stafford-johnson,Activo
295,Jorge Byrd,North,johnson,Activo
296,Amber Beasley,West,jenkins-simon,Activo
297,Roy Miller,Port,gregory,Activo
298,Cynthia Delgado,East,zhang-oliver,Activo
299,Michael Martin,Port,thomas,Activo
300,Molly Moore,West,williams,Activo
301,Lucas Martin,South,dickson,Activo
302,Brian Walker,New,clark-walker,Activo
303,Thomas Thomas,Port,baker-rodriguez,Activo
304,Kelly Robbins,West,dean-estes,Activo
305,Caroline Gonzalez,West,taylor-parker,Activo
306,Jason Morris,West,anthony,Activo
307,John Bolton,Port,smith,Activo
308,Mr. David Johnson,West,flores,Activo
309,Jennifer Swanson,East,lopez,Activo
310,Timothy Bennett,Lake,cunningham,Activo
311,Julia Holt,East,crawford,No Activo
312,Janet Nelson,North,stone,Activo
313,Joel Orozco,Port,williams-owen,Activo
314,Andrea Bishop,Port,hicks,Activo
315,Paul Baird,New,cox,Activo
316,Nicholas Beltran,New,torres-holden,Activo
317,Sandra Francis,West,scott,Activo
318,Sherri Ochoa,New,collins,Activo
319,Samantha Potter,East,watson,Activo
320,Nicole Wolf,South,henderson-williams,Activo
321,Denise Boyd,New,thompson,Activo
322,Kathryn Young,New,alvarez,Activo
323,Brittany Hayes,West,marquez,Activo
324,Douglas Edwards,East,hart-vance,Activo
325,Todd Jackson,Lake,hanna-johnson,Activo
326,Kevin Jenkins DDS,West,vaughan-turner,Activo
327,Dustin Wheeler,New,wilkins,Activo
328,Alexis Scott II,East,curry,Activo
329,James Johnson,South,clark,Activo
330,Michelle Singh,South,soto,Activo
331,Kelly Anderson,West,romero,No Activo
332,Katie Smith,Lake,baker,Activo
333,Kelly Moore,North,simpson,Activo
334,Mr. David Bryant,Port,dodson-murphy,Activo
335,Tyler Crane,North,smith-thomas,Activo
336,Andrew Wilson,West,oneill,Activo
337,Rachel Estrada,Port,tucker-rivas,Activo
338,Joan Rosales,South,burns-kelly,Activo
339,Karen Sanchez,Lake,stone-adams,Activo
340,Lori Huerta,West,rowland,Activo
341,Ms. Carol Singh,Port,anderson,Activo
342,Christina Velazquez,East,watkins,Activo
343,Jessica Decker,Lake,williams,Activo
344,Martin Hampton,New,lucas-white,Activo
345,Curtis Harris,New,howard,Activo
346,Daniel Richardson,West,perry,Activo
347,Elizabeth Green,West,gonzalez,Activo
348,Teresa Cruz,West,richardson,Activo
349,John Hernandez,North,french-mayo,Activo
350,Daniel Horne,North,sherman-williams,Activo
351,James Robinson DDS,North,stone,Activo
352,Pamela Robinson,Port,lee-stevens,Activo
353,Roger Campbell,West,sanchez-olson,Activo
354,Tracy Serrano,Port,haynes,Activo
355,Noah Simmons,Lake,walsh,Activo
356,Rebecca Wolfe,North,walker,Activo
357,Mark Freeman,North,thomas,Activo
358,Cheryl Robbins,New,thomas-mendoza,Activo
359,Steven Powell,New,arnold,Activo
360,Marcus Williams,New,mendez,Activo
361,Jessica Hood,West,jordan,Activo
362,Lance Hale DDS,South,marsh-stevens,Activo
363,Natalie Peters,South,leonard,Activo
364,Jonathon Howard,West,huff,Activo
365,Alexandra Jones,Port,melton,Activo
366,Alexis Sweeney,East,adams,Activo
367,Catherine Gentry,East,baker,Activo
368,Douglas Juarez,South,flores,Activo
369,Amanda Roberts,Lake,thomas,Activo
370,Amanda Clark,East,murphy-payne,Activo
371,William Savage,West,johnson,Activo
372,Jerry Wilson,West,rodriguez,Activo
373,Monica Thomas,West,rose,Activo
374,Thomas Woods,Lake,herrera-moore,Activo
375,Bryan Graham,East,robertson-jones,Activo
376,Amanda Fuller,South,martinez,Activo
377,Jasmine Clark,Port,gray,Activo
378,Matthew Smith,New,guzman-medina,Activo
379,Cheryl Richardson,South,craig-melendez,Activo
380,Jamie Long,East,hicks,Activo
381,Timothy Thomas,East,rhodes,Activo
382,Laura Turner,Port,garcia,Activo
383,Charles Logan,East,kim,Activo
384,Cynthia Phillips,South,barker,Activo
385,James Villanueva,Port,pratt,Activo
386,William Browning,Lake,jones,Activo
387,Kathryn Nelson,Lake,franklin,Activo
388,James Jensen,South,morgan,Activo
389,Cameron Patton,East,lewis,Activo
390,Nichole Avila,South,garcia-barr,Activo
391,Amy Johnston,South,rodgers,Activo
392,Dorothy Moore,Port,edwards-sutton,Activo
393,Christopher Wilson,North,valdez,Activo
394,Aaron Rodriguez,Port,ramos-riley,Activo
395,John Bell,New,steele,Activo
396,Jaime Little,West,johnson,Activo
397,Ms. Rhonda Diaz MD,East,williams,Activo
398,Anthony Howell,Port,alexander,Activo
399,Joel Taylor,North,norton,Activo
400,Christopher Marquez,South,smith,No Activo
401,Grant Baker,North,delgado,Activo
402,Kristin Lara,North,richardson-friedman,Activo
403,Emily Grant,Lake,parsons,Activo
404,Caitlin Taylor,Lake,white-porter,Activo
405,Amanda Watson,North,barron,Activo
406,William Greer,Lake,clark,Activo
407,Samuel Watson,North,juarez,Activo
408,Jeffrey Smith,North,goodman,Activo
409,Heather Young,South,sanders,Activo
410,Danielle Hall,West,hernandez,Activo
411,Curtis Jones,East,washington,Activo
412,Anne Jones,North,anderson-donaldson,Activo
413,Christine Potter,New,vasquez,Activo
414,Valerie Hall,South,pittman,Activo
415,Kelli Griffin,South,ross,Activo
416,Glenn Griffin,Port,smith,Activo
417,Nicole Smith,Port,pham,Activo
418,Jermaine Brown,South,walker,Activo
419,Cory Nunez,North,mendoza,Activo
420,Jacob Ford,Lake,sanchez,Activo
421,Alexander Oconnell,South,bentley-wood,Activo
422,Dana Leonard,Lake,gallagher,Activo
423,Susan Lee,West,cruz-sanchez,Activo
424,Sarah Anderson,North,wilson,Activo
425,Abigail Jones,Lake,simpson,Activo
426,Nancy Smith,North,contreras,Activo
427,Troy Griffin,Lake,tucker,Activo
428,Tracy Parker,Port,farley-jordan,Activo
429,Luis Boyer,West,robertson,Activo
430,Maria Beasley,East,morgan,Activo
431,Jason Torres,Lake,chavez,Activo
432,Kelly Miller,Lake,mcintyre-jackson,Activo
433,Christopher Nguyen,Lake,mckay,Activo
434,Ronald Lara,East,fuller-weber,Activo
435,Gary Graham,Lake,atkins,Activo
436,Peter Sims,New,barrera,Activo
437,Ashley Schneider,South,norton-weaver,Activo
438,Amanda Jackson,New,brown-caldwell,Activo
439,Traci Perez,New,hubbard,Activo
440,Geoffrey Williams,South,vasquez-hamilton,Activo
441,Kelly Baldwin,New,house-cooper,Activo
442,William Evans,Lake,page,Activo
443,Ronald Downs,Lake,tucker-watson,Activo
444,Scott Baker,East,boyle-sanchez,Activo
445,James Day,East,holder,Activo
446,Denise Evans,Lake,shelton,Activo
447,Damon Thornton,South,alvarado,Activo
448,Mr. Michael Flores PhD,South,oliver-kelley,Activo
449,Amanda Baker,New,williams,Activo
450,Willie Long,South,wade,No Activo
451,Tiffany Hays,West,leon,Activo
452,Nancy Arnold,West,farley,Activo
453,Jeanette Ramsey,North,hancock,Activo
454,Nicole Taylor,New,king,Activo
455,Mark Buck,South,alvarez,Activo
456,Kendra Freeman,West,garcia-green,Activo
457,Angela Nelson,South,johnson,Activo
458,Brittany Perez,West,marquez-miller,Activo
459,Phillip Melton,New,moore-hicks,Activo
460,Karen Smith,East,bowers-lawson,Activo
461,Rebecca Johnson,New,jackson,Activo
462,Shannon Campbell,Port,graham-bennett,Activo
463,Kiara Holt,New,kerr,Activo
464,Matthew Simpson MD,New,roach-harrison,Activo
465,Patrick Rogers,Port,bryant,Activo
466,Kathleen Freeman,South,daniels,Activo
467,David Ewing DVM,New,wilson-arias,Activo
468,Michele Smith,North,taylor-davis,Activo
469,Nicholas Peterson,New,thomas,Activo
470,Amy Roach,Port,west,Activo
471,Lawrence Reynolds,Port,wilson,Activo
472,Corey Carpenter,Lake,bush,Activo
473,Ryan Smith,New,sharp-morris,Activo
474,Brittney Hunt,Port,berry,Activo
475,Christopher Richmond,East,nelson,Activo
476,Destiny Robinson,West,thompson,Activo
477,Leslie Davis,East,hernandez,Activo
478,Bradley Myers,West,decker,Activo
479,Christopher Curry,Lake,wilkins-waters,Activo
480,Carrie Marquez,New,ramirez,Activo
481,Edward Rodriguez,Lake,wilson,Activo
482,Lindsey Fisher,Port,stewart,Activo
483,Derek Baker,South,morgan,Activo
484,Heather Roberts,Lake,kane,Activo
485,Daniel Bennett,Port,young-morrow,Activo
486,John Parsons,North,johnston,Activo
487,Daniel Waller,Lake,gonzales,Activo
488,Kimberly Schneider,New,rice-fox,Activo
489,Allison Smith,New,graham,Activo
490,Eric Phillips,Lake,davis,Activo
491,Justin Gomez,Lake,clark,Activo
492,Nancy King,West,walsh-cox,Activo
493,Colin Lee,North,gomez,Activo
494,Megan Mayer,North,smith,Activo
495,Jason Scott,North,martinez,Activo
496,Janet Morris,East,harding,Activo
497,Joshua Daniels,North,white-king,Activo
498,Erica King,Port,hall,Activo
499,Michael Coleman,Lake,webb-rosario,Activo
500,Michelle Parks,North,burns,Activo
501,Jennifer Morris,New,swanson,Activo
502,Bruce Carey,South,cameron,Activo
503,Taylor Smith,Lake,maxwell,Activo
504,Gabriel Sosa,East,livingston,Activo
505,John Wilkinson,South,farmer,Activo
506,Elizabeth Miller,South,sullivan-craig,Activo
507,Evan Lawson,East,barton,Activo
508,Tiffany Shields,New,mendez-braun,Activo
509,Stacy Hunt,South,foster-allen,Activo
510,Jason Becker,East,wilson,Activo
511,Michael Allen,South,silva-phillips,Activo
512,Edward Deleon,Port,heath-chavez,Activo
513,Colleen Silva,New,perez-carter,Activo
514,Mark Fox,North,reynolds,Activo
515,Raymond Holmes,West,cole,Activo
516,Christina Orr,East,adams-baldwin,Activo
517,Richard Gilmore DDS,New,garner-wong,Activo
518,Sharon Hall,New,durham,Activo
519,Brian Jones,East,johnson,Activo
520,Jeremy Anderson,East,ibarra-downs,Activo
521,Anna Page,South,kim,Activo
522,Willie Doyle,Lake,hester,Activo
523,Danny Gonzalez,Lake,dominguez,Activo
524,Melissa Santiago,Lake,tran,Activo
525,Brenda Bishop,Port,lopez,Activo
526,Ryan Jones,New,burke-holland,Activo
527,Lisa Gomez,New,adams,Activo
528,Jeffrey Johnson,West,warren,Activo
529,Bobby Sellers,North,jordan,Activo
530,Daniel Ibarra,West,bray-rogers,Activo
531,Sarah Lopez,New,brown-sanchez,Activo
532,Jason Maddox,West,mcclure,Activo
533,Patrick Patel,Lake,moody-perez,Activo
534,Latoya Clarke,East,cooley,No Activo
535,Kelly Carey,New,velez-mann,Activo
536,Donald Johnson,South,sanders,Activo
537,Tina Phillips,North,scott-myers,Activo
538,Roger Thomas,Lake,brown,Activo
539,Kimberly Sherman,East,allen,Activo
540,Harry Glover,East,esparza-mcguire,Activo
541,George Juarez,West,williams,Activo
542,David Scott,New,miller-brock,Activo
543,William Edwards,Lake,sherman,Activo
544,Stephanie Taylor,South,nelson,Activo
545,Christopher Hunt,Port,weaver-dean,Activo
546,Marissa Myers,New,taylor,Activo
547,John Cooper,New,jones-kelly,Activo
548,Kaitlyn Gardner,West,murphy,Activo
549,Tristan Hernandez,Port,johnson-cole,Activo
550,Michael Melton,Port,flynn,Activo
551,Michelle Taylor,New,moore,Activo
552,Christine Murphy,Port,rivera-anderson,Activo
553,Chelsea Melendez,New,patel,Activo
554,Theresa Mckinney,Lake,moore,Activo
555,Elizabeth Jordan,South,clark,Activo
556,Lisa Clark,New,payne,Activo
557,Miss Carrie Rivera,West,moss-miller,Activo
558,James Espinoza,New,reid-elliott,Activo
559,Dana Meyer,North,fitzgerald,Activo
560,Damon Patton,West,thomas,Activo
561,Lisa Sexton,East,baker,Activo
562,Tim James,New,williams,Activo
563,Lance Waters,Lake,robinson-gray,Activo
564,James Kelly,East,brown,Activo
565,Julian Mercado,Port,roy,Activo
566,Jessica Pope,North,bryant-black,Activo
567,Catherine Simmons,East,dean-raymond,Activo
568,Brandy Herrera,New,wood-lawson,Activo
569,Eric Goodman,South,ray-brooks,Activo
570,Susan Thomas,South,wallace,Activo
571,Michael Benton,Port,jacobson-richardson,Activo
572,Robert Rodriguez,New,peterson,Activo
573,Jacqueline Shepherd,South,butler,Activo
574,John Mcintosh,West,sharp,Activo
575,Marie Simon,Lake,williams,Activo
576,David Lopez,South,graham-davis,Activo
577,Danny Pearson,North,bell,Activo
578,Madison Mcpherson MD,West,henderson-king,Activo
579,Susan Hoffman,West,white,Activo
580,Justin Torres,West,scott-buckley,Activo
581,Jared Long,New,gonzalez,Activo
582,Joseph Daniels,New,clark-jones,No Activo
583,Kimberly Walker MD,Lake,bowman-martinez,Activo
584,Michael Delgado,New,reed,Activo
585,Roberto Ferguson,West,wood-brown,Activo
586,Terry Peters,Port,williams,Activo
587,Austin Bell,West,watson,Activo
588,Ronnie Burch,East,mitchell-wilkins,Activo
589,Denise Horne,South,shaffer,Activo
590,Jennifer Jimenez,North,dougherty,Activo
591,Jeffrey Huang,West,lawson,Activo
592,Jennifer Palmer,New,fernandez-mcguire,Activo
593,Mrs. Brittany Meyer,New,ortiz-diaz,Activo
594,Ricky Williamson,East,novak-roberts,Activo
595,Ronald Fry,East,aguilar,Activo
596,Brett Gonzalez,New,nunez-johnson,Activo
597,Stephanie Park,South,robles-barnes,Activo
598,Nicole Saunders,South,carroll,Activo
599,Tina Porter,Lake,heath-levine,Activo
600,Ivan Hill,Lake,campbell,Activo
601,Patricia Blair,East,reed,Activo
602,Nicole Matthews,North,alvarez,Activo
603,Mark Sullivan,Lake,williams,Activo
604,Kelly Lane,New,bennett-miller,Activo
605,Cassandra Kennedy,West,garcia,Activo
606,Richard Ross,Port,caldwell,Activo
607,Sarah Rodriguez,New,martinez-hicks,Activo
608,Nicole Weaver,North,fisher,Activo
609,Jennifer Lynch,Lake,dean,Activo
610,Lisa Harris,New,garcia,Activo
611,Kevin Turner,Port,barton,Activo
612,Jennifer Walsh,North,holmes-brown,Activo
613,Theresa Harrison,North,lopez-davis,Activo
614,Rachel Garcia,West,owens-perkins,Activo
615,Amber Davila,Port,stevens,Activo
616,Joseph Sherman,West,crosby-delgado,Activo
617,Kenneth Terry,Port,donovan,Activo
618,Kelly Thomas,East,hall-ochoa,Activo
619,Derek Castaneda,South,park-campbell,Activo
620,Karen White,West,benjamin,Activo
621,Mr. Alan Hamilton Jr.,East,hayden,Activo
622,Brandon Page,New,cox,No Activo
623,Emily Walker,East,nolan,Activo
624,Sherry Carrillo,South,marshall,Activo
625,Heidi Wright,West,garza-lee,Activo
626,Donald Klein,Port,sanchez,Activo
627,Christopher Walker,East,mccoy,Activo
628,Erica Davis,Port,mason-cruz,Activo
629,Mary Lee,South,hall,Activo
630,Sonya Williams,East,lewis,Activo
631,Brian Bird,New,morgan,Activo
632,Robert Ortiz,South,collins-watson,Activo
633,Thomas Hayes,West,murphy,Activo
634,Amber Richard,South,beasley,Activo
635,Gary Stevens,South,lane-marks,Activo
